version,1.3.0
info,team,Netherlands
info,team,Zimbabwe
info,gender,male
info,season,2019
info,date,2019/06/23
info,series,Zimbabwe tour of Netherlands and Ireland 2019
info,match_number,1
info,venue,Hazelaarweg
info,city,Rotterdam
info,toss_winner,Zimbabwe
info,toss_decision,field
info,umpire,HKG Jansen
info,umpire,Rizwan Akram
info,reserve_umpire,Adriaan van den Dries
info,match_referee,GF Labrooy
info,winner,Netherlands
info,winner_runs,49
ball,1,0.1,Netherlands,TP Visee,MP O'Dowd,SC Williams,0,0,"",""
ball,1,0.2,Netherlands,TP Visee,MP O'Dowd,SC Williams,0,0,"",""
ball,1,0.3,Netherlands,TP Visee,MP O'Dowd,SC Williams,4,0,"",""
ball,1,0.4,Netherlands,TP Visee,MP O'Dowd,SC Williams,1,0,"",""
ball,1,0.5,Netherlands,MP O'Dowd,TP Visee,SC Williams,1,0,"",""
ball,1,0.6,Netherlands,TP Visee,MP O'Dowd,SC Williams,0,0,caught,TP Visee
ball,1,1.1,Netherlands,BN Cooper,MP O'Dowd,KM Jarvis,0,0,"",""
ball,1,1.2,Netherlands,BN Cooper,MP O'Dowd,KM Jarvis,1,0,"",""
ball,1,1.3,Netherlands,MP O'Dowd,BN Cooper,KM Jarvis,4,0,"",""
ball,1,1.4,Netherlands,MP O'Dowd,BN Cooper,KM Jarvis,1,0,"",""
ball,1,1.5,Netherlands,BN Cooper,MP O'Dowd,KM Jarvis,0,0,"",""
ball,1,1.6,Netherlands,BN Cooper,MP O'Dowd,KM Jarvis,2,0,"",""
ball,1,2.1,Netherlands,MP O'Dowd,BN Cooper,SC Williams,0,0,"",""
ball,1,2.2,Netherlands,MP O'Dowd,BN Cooper,SC Williams,2,0,"",""
ball,1,2.3,Netherlands,MP O'Dowd,BN Cooper,SC Williams,2,0,"",""
ball,1,2.4,Netherlands,MP O'Dowd,BN Cooper,SC Williams,0,0,"",""
ball,1,2.5,Netherlands,MP O'Dowd,BN Cooper,SC Williams,0,0,"",""
ball,1,2.6,Netherlands,MP O'Dowd,BN Cooper,SC Williams,1,0,"",""
ball,1,3.1,Netherlands,MP O'Dowd,BN Cooper,CB Mpofu,4,0,"",""
ball,1,3.2,Netherlands,MP O'Dowd,BN Cooper,CB Mpofu,4,0,"",""
ball,1,3.3,Netherlands,MP O'Dowd,BN Cooper,CB Mpofu,1,0,"",""
ball,1,3.4,Netherlands,BN Cooper,MP O'Dowd,CB Mpofu,4,0,"",""
ball,1,3.5,Netherlands,BN Cooper,MP O'Dowd,CB Mpofu,2,0,"",""
ball,1,3.6,Netherlands,BN Cooper,MP O'Dowd,CB Mpofu,4,0,"",""
ball,1,4.1,Netherlands,MP O'Dowd,BN Cooper,KM Jarvis,1,0,"",""
