Player name,Country,Opponent team,Runs Scored,Balls played,Four,Six,Strike Rate,Balls bowled,over,Runs Given,Wickets,Maiden Over,Economy,Venue,Total Score
ZulqarnainHaider(2),Spain,Portugal,0,0,0,0,0,19,3,8,0,0,2.6666666666666665,La Manga Club Bottom Ground,6
