IPPBatuwitarachchi,United Arab Emirates,Bangladesh,0,3,0,0,0.0,0,0,0,0,0,0,Gaddafi Stadium,0,0,2008,-8
IPPBatuwitarachchi,United Arab Emirates,Sri Lanka,14,48,0,0,29.166666666666668,0,0,0,0,0,0,Gaddafi Stadium,0,2,2008,24
